OUI	Manufacturer	Registry	Short_Name	Registered_Date	Sources
E0:BA:AD	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2022-05-20	IEEE+Wireshark+Nmap
E0:CA:3C	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2022-06-02	IEEE+Wireshark+Nmap
DC:07:F8	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2022-09-20	IEEE+Wireshark+Nmap
64:DB:8B	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2017-11-07	IEEE+Wireshark+Nmap
94:E1:AC	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2017-12-23	IEEE+Wireshark+Nmap
58:03:FB	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2018-04-11	IEEE+Wireshark+Nmap
44:47:CC	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2018-06-20	IEEE+Wireshark+Nmap
98:DF:82	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2019-09-27	IEEE+Wireshark+Nmap
C0:56:E3	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2014-03-12	IEEE+Wireshark+Nmap
BC:AD:28	Hangzhou Hikvision Digital Technology Co.,Ltd.	MA-L	HikvisionDig	2016-02-09	IEEE+Wireshark+Nmap
88:B6:BD	Flaircomm Microelectronics, Inc.	MA-L	FlaircommMic	2022-12-21	IEEE+Wireshark+Nmap
2C:96:82	MitraStar Technology Corp.	MA-L	MitraStarTec	2022-12-24	IEEE+Wireshark+Nmap
BC:49:B2	Shenzhen Along Communication Tech Co., Ltd	MA-L	AlongCommuni	2022-12-13	IEEE+Wireshark+Nmap
94:97:AE	Guangdong Oppo Mobile Telecommunications Corp.,Ltd	MA-L	OppoMobileTe	2022-12-13	IEEE+Wireshark+Nmap
0C:BD:75	Guangdong Oppo Mobile Telecommunications Corp.,Ltd	MA-L	OppoMobileTe	2022-12-13	IEEE+Wireshark+Nmap
AC:90:73	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-12-13	IEEE+Wireshark+Nmap
00:03:51	Diebold Nixdorf	MA-L	DieboldNixdo	2000-09-08	IEEE+Wireshark+Nmap
F0:9F:C2	Ubiquiti Inc	MA-L	Ubiquiti	2014-12-17	IEEE+Wireshark+Nmap
80:2A:A8	Ubiquiti Inc	MA-L	Ubiquiti	2014-12-17	IEEE+Wireshark+Nmap
FC:1D:3A	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-12-13	IEEE+Wireshark+Nmap
E4:BE:FB	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-12-13	IEEE+Wireshark+Nmap
58:F8:D7	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-12-13	IEEE+Wireshark+Nmap
78:8A:20	Ubiquiti Inc	MA-L	Ubiquiti	2016-07-08	IEEE+Wireshark+Nmap
74:83:C2	Ubiquiti Inc	MA-L	Ubiquiti	2018-06-08	IEEE+Wireshark+Nmap
E0:63:DA	Ubiquiti Inc	MA-L	Ubiquiti	2018-06-08	IEEE+Wireshark+Nmap
24:5A:4C	Ubiquiti Inc	MA-L	Ubiquiti	2020-07-15	IEEE+Wireshark+Nmap
60:22:32	Ubiquiti Inc	MA-L	Ubiquiti	2021-08-20	IEEE+Wireshark+Nmap
E4:38:83	Ubiquiti Inc	MA-L	Ubiquiti	2021-11-25	IEEE+Wireshark+Nmap
84:B5:9C	Juniper Networks	MA-L	JuniperNetwo	2013-12-25	IEEE+Wireshark+Nmap
5C:45:27	Juniper Networks	MA-L	JuniperNetwo	2015-03-06	IEEE+Wireshark+Nmap
EC:3E:F7	Juniper Networks	MA-L	JuniperNetwo	2015-08-19	IEEE+Wireshark+Nmap
00:21:59	Juniper Networks	MA-L	JuniperNetwo	2008-06-18	IEEE+Wireshark+Nmap
00:23:9C	Juniper Networks	MA-L	JuniperNetwo	2008-10-08	IEEE+Wireshark+Nmap
50:C5:8D	Juniper Networks	MA-L	JuniperNetwo	2010-03-28	IEEE+Wireshark+Nmap
28:C0:DA	Juniper Networks	MA-L	JuniperNetwo	2010-07-14	IEEE+Wireshark+Nmap
28:8A:1C	Juniper Networks	MA-L	JuniperNetwo	2013-08-14	IEEE+Wireshark+Nmap
B8:EA:98	Xiaomi Communications Co Ltd	MA-L	XiaomiCommun	2022-12-10	IEEE+Wireshark+Nmap
10:C4:CA	HUMAX Co., Ltd.	MA-L	HUMAX	2022-12-09	IEEE+Wireshark+Nmap
AC:80:0A	Sony Corporation	MA-L	Sony	2022-12-08	IEEE+Wireshark+Nmap
40:A6:77	Juniper Networks	MA-L	JuniperNetwo	2014-12-17	IEEE+Wireshark+Nmap
D8:18:D3	Juniper Networks	MA-L	JuniperNetwo	2018-01-18	IEEE+Wireshark+Nmap
F0:4B:3A	Juniper Networks	MA-L	JuniperNetwo	2018-02-14	IEEE+Wireshark+Nmap
C0:42:D0	Juniper Networks	MA-L	JuniperNetwo	2017-10-12	IEEE+Wireshark+Nmap
00:1B:C0	Juniper Networks	MA-L	JuniperNetwo	2007-03-07	IEEE+Wireshark+Nmap
44:EC:CE	Juniper Networks	MA-L	JuniperNetwo	2018-09-07	IEEE+Wireshark+Nmap
CC:E1:94	Juniper Networks	MA-L	JuniperNetwo	2019-07-01	IEEE+Wireshark+Nmap
E4:5D:37	Juniper Networks	MA-L	JuniperNetwo	2018-11-27	IEEE+Wireshark+Nmap
94:F7:AD	Juniper Networks	MA-L	JuniperNetwo	2018-12-11	IEEE+Wireshark+Nmap
78:4F:9B	Juniper Networks	MA-L	JuniperNetwo	2019-08-29	IEEE+Wireshark+Nmap
88:D9:8F	Juniper Networks	MA-L	JuniperNetwo	2019-09-21	IEEE+Wireshark+Nmap
78:50:7C	Juniper Networks	MA-L	JuniperNetwo	2019-12-03	IEEE+Wireshark+Nmap
F0:7C:C7	Juniper Networks	MA-L	JuniperNetwo	2019-12-25	IEEE+Wireshark+Nmap
00:05:85	Juniper Networks	MA-L	JuniperNetwo	2001-04-17	IEEE+Wireshark+Nmap
88:90:09	Juniper Networks	MA-L	JuniperNetwo	2021-01-14	IEEE+Wireshark+Nmap
00:CC:34	Juniper Networks	MA-L	JuniperNetwo	2021-02-10	IEEE+Wireshark+Nmap
E0:30:F9	Juniper Networks	MA-L	JuniperNetwo	2021-04-11	IEEE+Wireshark+Nmap
20:4E:71	Juniper Networks	MA-L	JuniperNetwo	2015-11-19	IEEE+Wireshark+Nmap
D4:04:FF	Juniper Networks	MA-L	JuniperNetwo	2016-04-09	IEEE+Wireshark+Nmap
84:C1:C1	Juniper Networks	MA-L	JuniperNetwo	2016-05-11	IEEE+Wireshark+Nmap
4C:73:4F	Juniper Networks	MA-L	JuniperNetwo	2022-01-26	IEEE+Wireshark+Nmap
D4:5A:3F	Juniper Networks	MA-L	JuniperNetwo	2022-02-24	IEEE+Wireshark+Nmap
04:69:8F	Juniper Networks	MA-L	JuniperNetwo	2022-03-16	IEEE+Wireshark+Nmap
58:C9:35	Chiun Mai Communication System, Inc	MA-L	ChiunMaiComm	2017-08-08	IEEE+Wireshark+Nmap
7C:E2:CA	Juniper Networks	MA-L	JuniperNetwo	2017-03-21	IEEE+Wireshark+Nmap
A4:A5:28	Sichuan Tianyi Comheart Telecom Co.,LTD	MA-L	SichuanTiany	2022-11-18	IEEE+Wireshark+Nmap
E8:78:EE	New H3C Technologies Co., Ltd	MA-L	NewH3CTechno	2022-11-18	IEEE+Wireshark+Nmap
EC:A7:AD	Barrot Technology Co.,Ltd.	MA-L	BarrotTechno	2022-11-18	IEEE+Wireshark+Nmap
00:30:2B	Inalp Solutions AG	MA-L	InalpSolutio	2000-09-08	IEEE+Wireshark+Nmap
F0:74:8D	Ruijie Networks Co.,LTD	MA-L	RuijieNetwor	2022-11-17	IEEE+Wireshark+Nmap
48:81:4E	E&M SOLUTION CO,.Ltd	MA-L	E&MSOLUTION	2022-12-01	IEEE+Wireshark+Nmap
7C:4D:8F	HP Inc.	MA-L	HP	2022-12-01	IEEE+Wireshark+Nmap
9C:CB:F7	Cloud Star Technology Co., Ltd.	MA-L	CloudStarTec	2022-11-30	IEEE+Wireshark+Nmap
74:D5:58	Guangdong Oppo Mobile Telecommunications Corp.,Ltd	MA-L	OppoMobileTe	2022-11-30	IEEE+Wireshark+Nmap
F4:64:12	Sony Interactive Entertainment Inc.	MA-L	SonyInteract	2022-12-03	IEEE+Wireshark+Nmap
3C:F9:F0	zte corporation	MA-L	zte	2022-12-02	IEEE+Wireshark+Nmap
68:77:DA	zte corporation	MA-L	zte	2022-12-02	IEEE+Wireshark+Nmap
88:58:BE	kuosheng.com	MA-L	kuoshengcom	2022-12-02	IEEE+Wireshark+Nmap
44:DB:D2	Yealink(Xiamen) Network Technology Co.,Ltd.	MA-L	YealinkNetwo	2022-11-19	IEEE+Wireshark+Nmap
E0:DC:A0	Siemens Industrial Automation Products Ltd., Chengdu	MA-L	SiemensIndus	2013-03-12	IEEE+Wireshark+Nmap
1C:3B:62	HMD Global Oy	MA-L	HMDGlobal	2022-11-23	IEEE+Wireshark+Nmap
5C:64:F1	Cisco Systems, Inc	MA-L	Cisco	2022-11-19	IEEE+Wireshark+Nmap
9C:DB:AF	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-11-18	IEEE+Wireshark+Nmap
0C:2E:57	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-11-18	IEEE+Wireshark+Nmap
E8:D7:75	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-11-18	IEEE+Wireshark+Nmap
64:EC:65	vivo Mobile Communication Co., Ltd.	MA-L	vivoMobileCo	2022-11-02	IEEE+Wireshark+Nmap
F4:24:62	Selcom Electronics (Shanghai) Co., Ltd	MA-L	SelcomElectr	2022-11-02	IEEE+Wireshark+Nmap
F4:A1:7F	Marquardt Electronics Technology (Shanghai) Co.Ltd	MA-L	MarquardtEle	2022-11-01	IEEE+Wireshark+Nmap
48:BC:E1	Samsung Electronics Co.,Ltd	MA-L	SamsungElect	2022-11-01	IEEE+Wireshark+Nmap
B8:38:EF	ADVA Optical Networking Ltd.	MA-L	ADVAOpticalN	2022-11-11	IEEE+Wireshark+Nmap
08:42:18	Asyril SA	MA-L	Asyril	2022-11-13	IEEE+Wireshark+Nmap
D8:5B:22	Shenzhen Hohunet Technology Co., Ltd	MA-L	HohunetTechn	2022-11-13	IEEE+Wireshark+Nmap
D0:D0:03	Samsung Electronics Co.,Ltd	MA-L	SamsungElect	2019-06-06	IEEE+Wireshark+Nmap
5C:76:D5	Nokia	MA-L	Nokia	2022-11-09	IEEE+Wireshark+Nmap
8C:7A:00	Nokia	MA-L	Nokia	2022-11-09	IEEE+Wireshark+Nmap
A4:FC:14	Apple, Inc.	MA-L	Apple	2022-11-16	IEEE+Wireshark+Nmap
A8:1A:F1	Apple, Inc.	MA-L	Apple	2022-11-16	IEEE+Wireshark+Nmap
70:58:46	Trig Avionics Limited	MA-L	TrigAvionics	2022-11-16	IEEE+Wireshark+Nmap
08:91:A3	Amazon Technologies Inc.	MA-L	AmazonTechno	2022-11-16	IEEE+Wireshark+Nmap
0C:D9:23	GOCLOUD Networks(GAOKE Networks)	MA-L	GOCLOUDNetwo	2022-11-16	IEEE+Wireshark+Nmap
84:39:8F	Fortinet, Inc.	MA-L	Fortinet	2022-11-13	IEEE+Wireshark+Nmap
B4:ED:D5	Quectel Wireless Solutions Co.,Ltd.	MA-L	QuectelWirel	2022-11-13	IEEE+Wireshark+Nmap
2C:D1:C6	Murata Manufacturing Co., Ltd.	MA-L	MurataManufa	2022-11-13	IEEE+Wireshark+Nmap
B8:5C:EE	Baidu Online Network Technology (Beijing) Co., Ltd	MA-L	BaiduOnlineN	2022-11-06	IEEE+Wireshark+Nmap
CC:08:FA	Apple, Inc.	MA-L	Apple	2022-11-16	IEEE+Wireshark+Nmap
90:9B:6F	Apple, Inc.	MA-L	Apple	2022-11-16	IEEE+Wireshark+Nmap
74:73:B4	Apple, Inc.	MA-L	Apple	2022-11-16	IEEE+Wireshark+Nmap
F8:3C:80	Mitsumi Electric Co.,Ltd.	MA-L	MitsumiElect	2022-11-01	IEEE+Wireshark+Nmap
D8:3A:DD	Raspberry Pi Trading Ltd	MA-L	RaspberryPiT	2022-11-01	IEEE+Wireshark+Nmap
70:F8:AE	Microsoft Corporation	MA-L	Microsoft	2022-11-01	IEEE+Wireshark+Nmap
00:0F:2A	Cableware Electronics	MA-L	CablewareEle	2004-01-23	IEEE+Wireshark+Nmap
BC:64:D9	Guangdong Oppo Mobile Telecommunications Corp.,Ltd	MA-L	OppoMobileTe	2022-10-21	IEEE+Wireshark+Nmap
30:1F:48	zte corporation	MA-L	zte	2022-10-23	IEEE+Wireshark+Nmap
7C:C7:4A	Fiberhome Telecommunication Technologies Co.,LTD	MA-L	FiberhomeTel	2022-10-27	IEEE+Wireshark+Nmap
38:FC:34	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-10-27	IEEE+Wireshark+Nmap
3C:F6:92	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-10-27	IEEE+Wireshark+Nmap
94:0E:E7	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-10-20	IEEE+Wireshark+Nmap
A8:B2:71	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-10-20	IEEE+Wireshark+Nmap
64:05:E4	Alpsalpine Co,.Ltd	MA-L	Alpsalpine	2020-10-17	IEEE+Wireshark+Nmap
DC:AC:6F	Everytale Inc	MA-L	Everytale	2022-10-22	IEEE+Wireshark+Nmap
F4:15:32	PETAiO (NanJing), Inc.	MA-L	PETAiO	2022-10-22	IEEE+Wireshark+Nmap
2C:AB:33	Texas Instruments	MA-L	TexasInstrum	2019-08-14	IEEE+Wireshark+Nmap
28:B5:E8	Texas Instruments	MA-L	TexasInstrum	2022-10-27	IEEE+Wireshark+Nmap
08:C3:B3	TCL King Electrical Appliances(Huizhou)Co.,Ltd	MA-L	TCLKingElect	2022-10-14	IEEE+Wireshark+Nmap
20:45:69	Itel Mobile Limited	MA-L	ItelMobile	2022-10-14	IEEE+Wireshark+Nmap
D4:63:52	Vutility Inc.	MA-L	Vutility	2022-10-14	IEEE+Wireshark+Nmap
D8:21:DA	Sernet (Suzhou) Technologies Corporation	MA-L	SernetTechno	2023-03-11	IEEE+Wireshark+Nmap
08:F1:B3	Cisco Meraki	MA-L	CiscoMeraki	2022-09-30	IEEE+Wireshark+Nmap
BC:E8:FA	Guangdong Oppo Mobile Telecommunications Corp.,Ltd	MA-L	OppoMobileTe	2022-09-29	IEEE+Wireshark+Nmap
50:5A:65	AzureWave Technology Inc.	MA-L	AzureWaveTec	2022-08-12	IEEE+Wireshark+Nmap
C4:A5:59	IEEE Registration Authority	MA-L		2022-10-19	IEEE+Nmap
6C:0C:9A	Amazon Technologies Inc.	MA-L	AmazonTechno	2022-10-16	IEEE+Wireshark+Nmap
30:82:16	Apple, Inc.	MA-L	Apple	2022-10-20	IEEE+Wireshark+Nmap
8C:D0:B2	Beijing Xiaomi Mobile Software Co., Ltd	MA-L	XiaomiMobile	2022-09-28	IEEE+Wireshark+Nmap
C4:A0:52	Motorola Mobility LLC, a Lenovo Company	MA-L	MotorolaMobi	2022-09-23	IEEE+Wireshark+Nmap
84:90:0A	Arcadyan Corporation	MA-L	Arcadyan	2022-09-23	IEEE+Wireshark+Nmap
80:76:C2	GD Midea Air-Conditioning Equipment Co.,Ltd.	MA-L	GDMideaAirCo	2022-09-11	IEEE+Wireshark+Nmap
F0:4A:3D	Bosch Thermotechnik GmbH	MA-L	BoschThermot	2022-09-10	IEEE+Wireshark+Nmap
94:1F:A2	Wuhan YuXin Semiconductor Co., Ltd.	MA-L	YuXinSemicon	2022-09-10	IEEE+Wireshark+Nmap
B4:9D:FD	Shenzhen SDMC Technology CO.,Ltd.	MA-L	SDMCTechnolo	2022-09-15	IEEE+Wireshark+Nmap
F4:1A:9C	Xiaomi Communications Co Ltd	MA-L	XiaomiCommun	2022-09-17	IEEE+Wireshark+Nmap
00:1A:EB	Allied Telesis K.K.	MA-L	AlliedTelesi	2006-12-30	IEEE+Wireshark+Nmap
DC:06:82	Accessia Technology Ltd.	MA-L	AccessiaTech	2022-09-16	IEEE+Wireshark+Nmap
44:D2:67	Snorble	MA-L	Snorble	2022-09-16	IEEE+Wireshark+Nmap
B0:BC:7A	Harman/Becker Automotive Systems GmbH	MA-L	HarmanBecker	2022-09-16	IEEE+Wireshark+Nmap
48:77:06	NXP Semiconductor (Tianjin) LTD.	MA-L	NXPSemicondu	2022-09-29	IEEE+Wireshark+Nmap
0C:CC:47	IEEE Registration Authority	MA-L		2022-09-28	IEEE+Nmap
5C:3E:06	Cisco Systems, Inc	MA-L	Cisco	2022-09-28	IEEE+Wireshark+Nmap
C8:28:E5	Cisco Systems, Inc	MA-L	Cisco	2022-09-28	IEEE+Wireshark+Nmap
34:87:3D	Quectel Wireless Solutions Co.,Ltd.	MA-L	QuectelWirel	2014-10-01	IEEE+Wireshark+Nmap
C4:41:37	Quectel Wireless Solutions Co.,Ltd.	MA-L	QuectelWirel	2020-07-25	IEEE+Wireshark+Nmap
6C:D1:99	vivo Mobile Communication Co., Ltd.	MA-L	vivoMobileCo	2022-09-10	IEEE+Wireshark+Nmap
D0:40:BE	Npo Rps Llc	MA-L	NpoRps	2022-09-09	IEEE+Wireshark+Nmap
10:D6:80	Tendyron Corporation	MA-L	Tendyron	2022-09-17	IEEE+Wireshark+Nmap
00:3E:73	Mist Systems, Inc.	MA-L	Mist	2022-09-21	IEEE+Wireshark+Nmap
0C:FC:18	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-09-18	IEEE+Wireshark+Nmap
F4:4D:AD	Cable Matters Inc.	MA-L	CableMatters	2022-09-08	IEEE+Wireshark+Nmap
80:AB:4D	Nokia Solutions and Networks GmbH & Co. KG	MA-L	NokiaSolutio	2022-09-04	IEEE+Wireshark+Nmap
4C:BA:7D	Gemtek Technology Co., Ltd.	MA-L	GemtekTechno	2022-09-02	IEEE+Wireshark+Nmap
50:02:38	Nokia Shanghai Bell Co., Ltd.	MA-L	NokiaShangha	2023-03-11	IEEE+Wireshark+Nmap
AC:AD:4B	zte corporation	MA-L	zte	2022-08-24	IEEE+Wireshark+Nmap
A8:16:9D	Hui Zhou Gaoshengda Technology Co.,LTD	MA-L	HuiZhouGaosh	2022-08-24	IEEE+Wireshark+Nmap
F0:22:1D	IEEE Registration Authority	MA-L		2022-09-02	IEEE+Nmap
9C:54:40	ChengDu TD Tech	MA-L	TDTech	2021-09-12	IEEE+Wireshark+Nmap
50:26:EF	Murata Manufacturing Co., Ltd.	MA-L	MurataManufa	2022-09-01	IEEE+Wireshark+Nmap
44:49:88	Intel Corporate	MA-L	Intel	2022-08-27	IEEE+Wireshark+Nmap
FC:91:89	Sichuan Tianyi Comheart Telecom Co.,LTD	MA-L	SichuanTiany	2022-08-26	IEEE+Wireshark+Nmap
1C:1A:1B	Shanghai Sunmi Technology Co.,Ltd.	MA-L	SunmiTechnol	2022-08-20	IEEE+Wireshark+Nmap
80:38:D4	Fibercentury Network Technology Co.,Ltd.	MA-L	Fibercentury	2022-08-20	IEEE+Wireshark+Nmap
7C:29:6F	Apple, Inc.	MA-L	Apple	2022-08-19	IEEE+Wireshark+Nmap
40:ED:CF	Apple, Inc.	MA-L	Apple	2022-08-19	IEEE+Wireshark+Nmap
74:05:7C	Qorvo International Pte. Ltd.	MA-L	QorvoInterna	2022-08-30	IEEE+Wireshark+Nmap
8C:98:6B	Apple, Inc.	MA-L	Apple	2022-08-19	IEEE+Wireshark+Nmap
1C:86:82	Apple, Inc.	MA-L	Apple	2022-08-19	IEEE+Wireshark+Nmap
80:54:E3	Apple, Inc.	MA-L	Apple	2022-08-19	IEEE+Wireshark+Nmap
10:2E:00	Intel Corporate	MA-L	Intel	2022-08-19	IEEE+Wireshark+Nmap
20:3A:43	Intel Corporate	MA-L	Intel	2022-08-24	IEEE+Wireshark+Nmap
3C:3B:99	Itel Mobile Limited	MA-L	ItelMobile	2022-08-20	IEEE+Wireshark+Nmap
FC:33:57	KAGA FEI Co., Ltd.	MA-L	KAGAFEI	2022-08-13	IEEE+Wireshark+Nmap
9C:DE:4D	ML vision Co.,LTD	MA-L	MLvision	2022-08-05	IEEE+Wireshark+Nmap
F8:F0:C5	Suzhou Kuhan Information Technologies Co.,Ltd.	MA-L	SuzhouKuhanI	2022-08-17	IEEE+Wireshark+Nmap
F8:DE:73	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-08-17	IEEE+Wireshark+Nmap
EC:1A:02	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-08-17	IEEE+Wireshark+Nmap
90:27:78	Open Infrastructure	MA-L	OpenInfrastr	2022-07-31	IEEE+Wireshark+Nmap
68:41:8F	Telechips, Inc.	MA-L	Telechips	2022-08-10	IEEE+Wireshark+Nmap
BC:9E:BB	Nintendo Co.,Ltd	MA-L	Nintendo	2022-08-09	IEEE+Wireshark+Nmap
D0:09:C8	Cisco Systems, Inc	MA-L	Cisco	2022-08-18	IEEE+Wireshark+Nmap
D0:39:57	Liteon Technology Corporation	MA-L	LiteonTechno	2022-08-18	IEEE+Wireshark+Nmap
E8:BA:E2	Xplora Technologies AS	MA-L	XploraTechno	2022-07-27	IEEE+Wireshark+Nmap
5C:A0:6C	Realme Chongqing Mobile Telecommunications Corp.,Ltd.	MA-L	RealmeChongq	2022-07-23	IEEE+Wireshark+Nmap
A8:3B:76	Cloud Network Technology Singapore Pte. Ltd.	MA-L	CloudNetwork	2022-07-23	IEEE+Wireshark+Nmap
40:E1:1C	shenzhen Cloud High Communication Technology Co.,Ltd	MA-L	CloudHighCom	2022-07-15	IEEE+Wireshark+Nmap
44:64:3C	Cisco Systems, Inc	MA-L	Cisco	2022-07-15	IEEE+Wireshark+Nmap
24:16:1B	Cisco Systems, Inc	MA-L	Cisco	2022-07-15	IEEE+Wireshark+Nmap
A8:40:0B	Visteon Corporation	MA-L	Visteon	2022-07-15	IEEE+Wireshark+Nmap
20:31:8D	Giax GmbH	MA-L	Giax	2022-07-23	IEEE+Wireshark+Nmap
3C:B0:7E	Arounds Intelligent Equipment Co., Ltd.	MA-L	AroundsIntel	2022-07-22	IEEE+Wireshark+Nmap
C0:4E:8A	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-07-21	IEEE+Wireshark+Nmap
08:56:9B	WiZ	MA-L	WiZ	2022-07-15	IEEE+Wireshark+Nmap
08:1A:FD	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-07-09	IEEE+Wireshark+Nmap
C0:BF:AC	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-07-09	IEEE+Wireshark+Nmap
44:27:2E	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-07-09	IEEE+Wireshark+Nmap
10:66:50	Robert Bosch JuP1	MA-L	RobertBoschJ	2022-07-09	IEEE+Wireshark+Nmap
A8:0C:03	Florawise	MA-L	Florawise	2022-07-09	IEEE+Wireshark+Nmap
90:DA:F9	Siemens Rail Automation SAU	MA-L	SiemensRailA	2022-07-28	IEEE+Wireshark+Nmap
F8:00:9D	Intracom Defense S.A.	MA-L	IntracomDefe	2022-07-27	IEEE+Wireshark+Nmap
20:16:42	Microsoft Corporation	MA-L	Microsoft	2022-07-27	IEEE+Wireshark+Nmap
8C:94:6A	New H3C Technologies Co., Ltd	MA-L	NewH3CTechno	2022-07-15	IEEE+Wireshark+Nmap
FC:11:65	Cambium Networks Limited	MA-L	CambiumNetwo	2022-07-15	IEEE+Wireshark+Nmap
CC:8D:B5	Shenzhen SuperElectron Technology Co.,Ltd.	MA-L	SuperElectro	2022-07-21	IEEE+Wireshark+Nmap
AC:EE:64	Shenzhen SuperElectron Technology Co.,Ltd.	MA-L	SuperElectro	2022-07-21	IEEE+Wireshark+Nmap
00:12:F3	u-blox AG	MA-L	ublox	2004-11-26	IEEE+Wireshark+Nmap
54:70:68	VTech Communications Limited	MA-L	VTechCommuni	2022-06-24	IEEE+Wireshark+Nmap
C8:40:52	PAX Computer Technology(Shenzhen) Ltd.	MA-L	PAXComputerT	2022-06-24	IEEE+Wireshark+Nmap
68:EE:4B	Sharetronic Data Technology Co.,Ltd	MA-L	SharetronicD	2022-07-06	IEEE+Wireshark+Nmap
48:C3:5A	Lenovo(Beijing)Co., Ltd.	MA-L	LenovoCo	2022-07-06	IEEE+Wireshark+Nmap
C4:61:C7	Microsoft Corporation	MA-L	Microsoft	2022-06-26	IEEE+Wireshark+Nmap
AC:CB:36	Fiberhome Telecommunication Technologies Co.,LTD	MA-L	FiberhomeTel	2022-06-25	IEEE+Wireshark+Nmap
60:70:6C	Google, Inc.	MA-L	Google	2022-07-01	IEEE+Wireshark+Nmap
C8:2A:DD	Google, Inc.	MA-L	Google	2022-07-01	IEEE+Wireshark+Nmap
24:09:35	Samsung Electronics Co.,Ltd	MA-L	SamsungElect	2022-06-30	IEEE+Wireshark+Nmap
B4:DB:91	Celestica Inc.	MA-L	Celestica	2022-07-08	IEEE+Wireshark+Nmap
C4:83:72	IEEE Registration Authority	MA-L		2022-07-08	IEEE+Nmap
C0:A5:E8	Intel Corporate	MA-L	Intel	2022-07-06	IEEE+Wireshark+Nmap
90:65:84	Intel Corporate	MA-L	Intel	2022-07-06	IEEE+Wireshark+Nmap
28:C5:D2	Intel Corporate	MA-L	Intel	2022-07-06	IEEE+Wireshark+Nmap
E4:8C:73	Realme Chongqing Mobile Telecommunications Corp.,Ltd.	MA-L	RealmeChongq	2022-06-22	IEEE+Wireshark+Nmap
2C:B6:C8	Raisecom Technology CO., LTD	MA-L	RaisecomTech	2022-06-26	IEEE+Wireshark+Nmap
D8:34:D1	Shenzhen Orange Digital Technology Co.,Ltd	MA-L	OrangeDigita	2022-06-26	IEEE+Wireshark+Nmap
84:22:89	Samsung Electronics Co.,Ltd	MA-L	SamsungElect	2022-06-30	IEEE+Wireshark+Nmap
84:AA:A4	SONoC Corp.	MA-L	SONoC	2022-06-09	IEEE+Wireshark+Nmap
88:3C:93	Alcatel-Lucent Enterprise	MA-L	AlcatelLucen	2022-06-08	IEEE+Wireshark+Nmap
FC:DF:00	GD Midea Air-Conditioning Equipment Co.,Ltd.	MA-L	GDMideaAirCo	2022-06-22	IEEE+Wireshark+Nmap
E8:BF:DB	Inodesign Group	MA-L	InodesignGro	2022-06-11	IEEE+Wireshark+Nmap
28:7E:80	Hui Zhou Gaoshengda Technology Co.,LTD	MA-L	HuiZhouGaosh	2022-06-11	IEEE+Wireshark+Nmap
0C:9F:71	Dolphin Electronics (DongGuan) Co., Ltd.	MA-L	DolphinElect	2022-06-11	IEEE+Wireshark+Nmap
1C:8B:76	Calix Inc.	MA-L	Calix	2022-06-14	IEEE+Wireshark+Nmap
74:58:89	Multilaser Industrial S.A.	MA-L	MultilaserIn	2022-06-10	IEEE+Wireshark+Nmap
E8:FF:98	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-06-10	IEEE+Wireshark+Nmap
24:15:51	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-06-10	IEEE+Wireshark+Nmap
58:95:7E	Huawei Device Co., Ltd.	MA-L	HuaweiDevice	2022-06-10	IEEE+Wireshark+Nmap
2C:94:52	Huawei Technologies Co.,Ltd	MA-L	HuaweiTechno	2022-06-14	IEEE+Wireshark+Nmap
