OUI	Manufacturer	Registry	Short_Name	Registered_Date	Sources
8C:1F:64:39:E0/36	Abbott Diagnostics Technologies AS	MA-L	AbbottDiagno		Wireshark
8C:1F:64:39:F0/36	Guangzhou Beizeng Information Technology Co.,Ltd	MA-L	GuangzhouBei		Wireshark
8C:1F:64:3A:00/36	Faraday4T	MA-L	Faraday4T		Wireshark
8C:1F:64:3A:20/36	Kron Medidores	MA-L	KronMedidore		Wireshark
8C:1F:64:3A:30/36	Lumentum	MA-L	Lumentum		Wireshark
8C:1F:64:3A:40/36	QLM Technology Ltd	MA-L	QLMTechnolog		Wireshark
8C:1F:64:3A:50/36	Techmovers Systems India Limited	MA-L	TechmoversIn		Wireshark
8C:1F:64:3A:70/36	FormFactor	MA-L	FormFactor		Wireshark
8C:1F:64:3A:C0/36	Benison Tech	MA-L	BenisonTech		Wireshark
8C:1F:64:3A:D0/36	TowerIQ	MA-L	TowerIQ		Wireshark
8C:1F:64:3A:F0/36	PSA Technology Ltda.	MA-L	PSATechnolog		Wireshark
8C:1F:64:3B:00/36	Flextronics International Kft	MA-L	FlextronicsI		Wireshark
8C:1F:64:3B:10/36	Panoramic Power	MA-L	PanoramicPow		Wireshark
8C:1F:64:3B:20/36	Real Digital	MA-L	RealDigital		Wireshark
8C:1F:64:3B:50/36	Svms	MA-L	Svms		Wireshark
8C:1F:64:3B:60/36	Tex Computer Srl	MA-L	TexComputer		Wireshark
8C:1F:64:3B:70/36	Ai-Blox	MA-L	AiBlox		Wireshark
8C:1F:64:3B:80/36	Hubris Technologies Private Limited	MA-L	HubrisTechno		Wireshark
8C:1F:64:3B:A0/36	Mitsubishi Electric India Pvt. Ltd.	MA-L	MitsubishiEl		Wireshark
8C:1F:64:3B:B0/36	Clausal Computing Oy	MA-L	ClausalCompu		Wireshark
8C:1F:64:3B:D0/36	Oriux	MA-L	Oriux		Wireshark
8C:1F:64:3C:00/36	Snek	MA-L	Snek		Wireshark
8C:1F:64:3C:10/36	Suzhou Lianshichuangzhi Technology Co., Ltd	MA-L	SuzhouLiansh		Wireshark
8C:1F:64:3C:20/36	Samuel Cosgrove	MA-L	SamuelCosgro		Wireshark
8C:1F:64:3C:30/36	Digilube Systems Inc	MA-L	Digilube		Wireshark
8C:1F:64:3C:40/36	NavSys Technology Inc.	MA-L	NavSysTechno		Wireshark
8C:1F:64:3C:50/36	Stratis IOT	MA-L	StratisIOT		Wireshark
8C:1F:64:3C:60/36	Wavestream Corp	MA-L	Wavestream		Wireshark
8C:1F:64:3C:70/36	Resmed Pty Ltd	MA-L	Resmed		Wireshark
8C:1F:64:3C:80/36	BTG Instruments AB	MA-L	BTGInstrumen		Wireshark
8C:1F:64:3C:90/36	TECHPLUS-LINK Technology Co.,Ltd	MA-L	TECHPLUSLINK		Wireshark
8C:1F:64:3C:B0/36	Anhui Wenxiang Technology Co.,Ltd.	MA-L	AnhuiWenxian		Wireshark
8C:1F:64:3C:D0/36	Sejong security system Cor.	MA-L	Sejongsecuri		Wireshark
8C:1F:64:3C:E0/36	Mahindr & Mahindra	MA-L	MahindrMahin		Wireshark
8C:1F:64:3D:00/36	Tripltek	MA-L	Tripltek		Wireshark
8C:1F:64:3D:10/36	EMIT GmbH	MA-L	EMIT		Wireshark
8C:1F:64:3D:20/36	UVIRCO Technologies	MA-L	UVIRCOTechno		Wireshark
8C:1F:64:3D:40/36	e.p.g. Elettronica s.r.l.	MA-L	epgElettroni		Wireshark
8C:1F:64:3D:50/36	FRAKO Kondensatoren- und Anlagenbau GmbH	MA-L	FRAKOKondens		Wireshark
8C:1F:64:3D:60/36	Kyowakiden Industry Co.,Ltd.	MA-L	KyowakidenIn		Wireshark
8C:1F:64:3D:70/36	Eiden Co.,Ltd.	MA-L	Eiden		Wireshark
8C:1F:64:3D:90/36	Unlimited Bandwidth LLC	MA-L	UnlimitedBan		Wireshark
8C:1F:64:3D:B0/36	BRS Sistemas Eletrônicos	MA-L	BRSSistemasE		Wireshark
8C:1F:64:3D:D0/36	Dorlet Sau	MA-L	DorletSau		Wireshark
8C:1F:64:3D:F0/36	LimeSoft Co., Ltd.	MA-L	LimeSoft		Wireshark
8C:1F:64:3E:00/36	YPP Corporation	MA-L	YPP		Wireshark
8C:1F:64:3E:10/36	CRUXELL Corp.	MA-L	CRUXELL		Wireshark
8C:1F:64:3E:20/36	Agrico	MA-L	Agrico		Wireshark
8C:1F:64:3E:30/36	FMTec GmbH - Future Management Technologies	MA-L	FMTecFutureM		Wireshark
8C:1F:64:3E:50/36	Systems Mechanics	MA-L	SystemsMecha		Wireshark
8C:1F:64:3E:60/36	elbe informatik GmbH	MA-L	elbeinformat		Wireshark
8C:1F:64:3E:80/36	Ruichuangte	MA-L	Ruichuangte		Wireshark
8C:1F:64:3E:90/36	Heitec Ag	MA-L	Heitec		Wireshark
8C:1F:64:3E:A0/36	Chipscape Security Systems	MA-L	ChipscapeSec		Wireshark
8C:1F:64:3E:B0/36	Samwell International Inc	MA-L	SamwellInter		Wireshark
8C:1F:64:3E:D0/36	The Exploration Company	MA-L	Exploration		Wireshark
8C:1F:64:3E:E0/36	BnB Information Technology	MA-L	BnBInformati		Wireshark
8C:1F:64:3F:20/36	Surya Electronics	MA-L	SuryaElectro		Wireshark
8C:1F:64:3F:30/36	Cambrian Works, Inc.	MA-L	CambrianWork		Wireshark
8C:1F:64:3F:40/36	Actelser S.L.	MA-L	ActelserSL		Wireshark
8C:1F:64:3F:50/36	Wuxi Eutron Electronics Technology Co.,Ltd	MA-L	WuxiEutronEl		Wireshark
8C:1F:64:3F:60/36	Antara Technologies	MA-L	AntaraTechno		Wireshark
8C:1F:64:3F:70/36	Mitsubishi Electric India Pvt. Ltd.	MA-L	MitsubishiEl		Wireshark
8C:1F:64:3F:90/36	Yu Yan System Technology Co., Ltd.	MA-L	YuYanSystemT		Wireshark
8C:1F:64:3F:C0/36	STV Electronic GmbH	MA-L	STVElectroni		Wireshark
8C:1F:64:3F:E0/36	Plum sp. z.o.o.	MA-L	Plumsp		Wireshark
8C:1F:64:3F:F0/36	Uisee(Shanghai) Automotive Technologies Ltd.	MA-L	UiseeAutomot		Wireshark
8C:1F:64:40:20/36	Integer.pl S.A.	MA-L	Integerpl		Wireshark
8C:1F:64:40:60/36	Anda Telecom Pvt Ltd	MA-L	AndaTelecom		Wireshark
8C:1F:64:40:70/36	broadtek	MA-L	broadtek		Wireshark
8C:1F:64:40:80/36	techone system	MA-L	techonesyste		Wireshark
8C:1F:64:40:A0/36	Enki Multimedia	MA-L	EnkiMultimed		Wireshark
8C:1F:64:40:C0/36	Sichuan Aiyijan Technology Company Ltd.	MA-L	SichuanAiyij		Wireshark
8C:1F:64:40:D0/36	PROFITT Ltd	MA-L	PROFITT		Wireshark
8C:1F:64:40:E0/36	Baker Hughes EMEA	MA-L	BakerHughesE		Wireshark
8C:1F:64:40:F0/36	Fuzhou Tucsen Photonics Co.,Ltd	MA-L	FuzhouTucsen		Wireshark
8C:1F:64:41:00/36	Roboteq	MA-L	Roboteq		Wireshark
8C:1F:64:41:10/36	Pioneer Century Infocomm Pte Ltd	MA-L	PioneerCentu		Wireshark
8C:1F:64:41:20/36	Comercial Electronica Studio-2 s.l.	MA-L	ComercialEle		Wireshark
8C:1F:64:41:30/36	Potter Electric Signal Company	MA-L	PotterElectr		Wireshark
8C:1F:64:41:40/36	INSEVIS GmbH	MA-L	INSEVIS		Wireshark
8C:1F:64:41:50/36	OnAsset Intelligence	MA-L	OnAssetIntel		Wireshark
8C:1F:64:41:70/36	Fracarro srl	MA-L	Fracarro		Wireshark
8C:1F:64:41:90/36	Naval Group	MA-L	NavalGroup		Wireshark
8C:1F:64:41:B0/36	Energy Power Products Limited	MA-L	EnergyPowerP		Wireshark
8C:1F:64:41:C0/36	KSE GmbH	MA-L	KSE		Wireshark
8C:1F:64:41:D0/36	Aspen Spectra Sdn Bhd	MA-L	AspenSpectra		Wireshark
8C:1F:64:41:E0/36	Linxpeed Limited	MA-L	Linxpeed		Wireshark
8C:1F:64:41:F0/36	Gigalane	MA-L	Gigalane		Wireshark
8C:1F:64:42:10/36	J B Electronics Corp	MA-L	JBElectronic		Wireshark
8C:1F:64:42:30/36	Hiwin Mikrosystem Corp.	MA-L	HiwinMikrosy		Wireshark
8C:1F:64:42:60/36	eumig industrie-TV GmbH.	MA-L	eumigindustr		Wireshark
8C:1F:64:42:70/36	MB connect line GmbH Fernwartungssysteme	MA-L	MBconnectlin		Wireshark
8C:1F:64:42:80/36	Greenerwave	MA-L	Greenerwave		Wireshark
8C:1F:64:42:90/36	Abbott Diagnostics Technologies AS	MA-L	AbbottDiagno		Wireshark
8C:1F:64:42:A0/36	Atonarp Inc.	MA-L	Atonarp		Wireshark
8C:1F:64:42:B0/36	Gamber Johnson-LLC	MA-L	GamberJohnso		Wireshark
8C:1F:64:42:D0/36	Jemac Sweden AB	MA-L	JemacSweden		Wireshark
8C:1F:64:42:F0/36	Tomorrow Companies Inc	MA-L	TomorrowComp		Wireshark
8C:1F:64:43:00/36	Editech Co., Ltd.	MA-L	Editech		Wireshark
8C:1F:64:43:10/36	Pneumax Spa	MA-L	Pneumax		Wireshark
8C:1F:64:43:20/36	Rebel Systems	MA-L	Rebel		Wireshark
8C:1F:64:43:40/36	netmon	MA-L	netmon		Wireshark
8C:1F:64:43:60/36	Vision Systems Safety Tech	MA-L	VisionSafety		Wireshark
8C:1F:64:43:70/36	Gogo BA	MA-L	GogoBA		Wireshark
8C:1F:64:43:80/36	Integer.pl S.A.	MA-L	Integerpl		Wireshark
8C:1F:64:43:90/36	Bornico	MA-L	Bornico		Wireshark
8C:1F:64:43:A0/36	Spacelite Inc	MA-L	Spacelite		Wireshark
8C:1F:64:43:D0/36	Solid State Supplies Ltd	MA-L	SolidStateSu		Wireshark
8C:1F:64:43:E0/36	Syrma SGS Technology	MA-L	SyrmaSGSTech		Wireshark
8C:1F:64:43:F0/36	beespace Technologies Limited	MA-L	beespaceTech		Wireshark
8C:1F:64:44:00/36	MB connect line GmbH Fernwartungssysteme	MA-L	MBconnectlin		Wireshark
8C:1F:64:44:10/36	Novanta IMS	MA-L	NovantaIMS		Wireshark
8C:1F:64:44:20/36	Potter Electric Signal Co. LLC	MA-L	PotterElectr		Wireshark
8C:1F:64:44:40/36	Contrive Srl	MA-L	Contrive		Wireshark
8C:1F:64:44:50/36	Figment Design Laboratories	MA-L	FigmentDesig		Wireshark
8C:1F:64:44:70/36	Marvaus Technologies Private Limited	MA-L	MarvausTechn		Wireshark
8C:1F:64:44:80/36	Förster-Technik GmbH	MA-L	FörsterTechn		Wireshark
8C:1F:64:44:A0/36	Onbitel	MA-L	Onbitel		Wireshark
8C:1F:64:44:C0/36	Radi International CO., LTD.	MA-L	RadiInternat		Wireshark
8C:1F:64:44:D0/36	Design and Manufacturing Vista Electronics Pvt.Ltd.	MA-L	DesignandMan		Wireshark
8C:1F:64:44:E0/36	GVA Lighting, Inc.	MA-L	GVALighting		Wireshark
8C:1F:64:44:F0/36	RealD, Inc.	MA-L	RealD		Wireshark
8C:1F:64:45:10/36	Guan Show Technologe Co., Ltd.	MA-L	GuanShowTech		Wireshark
8C:1F:64:45:20/36	Beijing Yong'an Xintong Technology Co.,LTD	MA-L	YonganXinton		Wireshark
8C:1F:64:45:40/36	KJ Klimateknik A/S	MA-L	KJKlimatekni		Wireshark
8C:1F:64:45:50/36	Weigl GmbH & Co KG	MA-L	Weigl		Wireshark
8C:1F:64:45:70/36	Shanghai Angwei Information Technology Co.,Ltd.	MA-L	AngweiInform		Wireshark
8C:1F:64:45:80/36	AooGee Controls Co., LTD.	MA-L	AooGeeContro		Wireshark
8C:1F:64:45:90/36	GreenTally LLC	MA-L	GreenTally		Wireshark
8C:1F:64:45:A0/36	Inspur Digital Enterprise Technology Co., Ltd.	MA-L	InspurDigita		Wireshark
8C:1F:64:45:B0/36	Beijing Aoxing Technology Co.,Ltd	MA-L	AoxingTechno		Wireshark
8C:1F:64:45:D0/36	Fuzhou Tucsen Photonics Co.,Ltd	MA-L	FuzhouTucsen		Wireshark
8C:1F:64:45:E0/36	Hangzhou Zhongchuan Digital Equipment Co., Ltd.	MA-L	ZhongchuanDi		Wireshark
8C:1F:64:45:F0/36	Toshniwal Security Solutions Pvt Ltd	MA-L	ToshniwalSec		Wireshark
8C:1F:64:46:00/36	Solace Systems Inc.	MA-L	Solace		Wireshark
8C:1F:64:46:10/36	Kara Partners LLC	MA-L	KaraPartners		Wireshark
8C:1F:64:46:20/36	Reo Ag	MA-L	Reo		Wireshark
8C:1F:64:46:50/36	Ixorigue Technologies Sl	MA-L	IxorigueTech		Wireshark
8C:1F:64:46:60/36	Intamsys Technology Co.Ltd	MA-L	IntamsysTech		Wireshark
8C:1F:64:46:A0/36	Pharsighted LLC	MA-L	Pharsighted		Wireshark
8C:1F:64:46:B0/36	Persol Excel Hr Partners Co., Ltd.	MA-L	PersolExcelH		Wireshark
8C:1F:64:46:D0/36	MB connect line GmbH	MA-L	MBconnectlin		Wireshark
8C:1F:64:47:00/36	Canfield Scientific Inc	MA-L	CanfieldScie		Wireshark
8C:1F:64:47:10/36	Apantac LLC	MA-L	Apantac		Wireshark
8C:1F:64:47:20/36	Surge Networks, Inc.	MA-L	SurgeNetwork		Wireshark
8C:1F:64:47:30/36	Plum sp. z.o.o.	MA-L	Plumsp		Wireshark
8C:1F:64:47:40/36	Audiobyte S.R.L.	MA-L	Audiobyte		Wireshark
8C:1F:64:47:50/36	Alpine Quantum Technologies GmbH	MA-L	AlpineQuantu		Wireshark
8C:1F:64:47:60/36	Clair Global Corporation	MA-L	ClairGlobal		Wireshark
8C:1F:64:47:70/36	Syndora Alto Technology Limited	MA-L	SyndoraAltoT		Wireshark
8C:1F:64:47:90/36	AKSE srl	MA-L	AKSE		Wireshark
8C:1F:64:47:A0/36	Missing Link Electronics, Inc.	MA-L	MissingLinkE		Wireshark
8C:1F:64:47:B0/36	Fluid Components Intl	MA-L	FluidCompone		Wireshark
8C:1F:64:47:D0/36	Eb Neuro Spa	MA-L	EbNeuro		Wireshark
8C:1F:64:47:E0/36	Novanta IMS	MA-L	NovantaIMS		Wireshark
8C:1F:64:48:00/36	Soca Technology Co., Ltd.	MA-L	SocaTechnolo		Wireshark
8C:1F:64:48:10/36	VirtualV Trading Limited	MA-L	VirtualVTrad		Wireshark
8C:1F:64:48:20/36	Vismes sarl	MA-L	Vismes		Wireshark
8C:1F:64:48:60/36	Longhorn lntelligent Tech Co.,Ltd.	MA-L	Longhornlnte		Wireshark
8C:1F:64:48:70/36	TECHKON GmbH	MA-L	TECHKON		Wireshark
8C:1F:64:48:90/36	Hupi	MA-L	Hupi		Wireshark
8C:1F:64:48:B0/36	Monnit Corporation	MA-L	Monnit		Wireshark
8C:1F:64:48:C0/36	Electronic Equipment Company Pvt. Ltd.	MA-L	ElectronicEq		Wireshark
8C:1F:64:48:D0/36	Private	MA-L	Private		Wireshark
8C:1F:64:48:F0/36	Mecos AG	MA-L	Mecos		Wireshark
8C:1F:64:49:00/36	Samson Co.,Ltd.	MA-L	Samson		Wireshark
8C:1F:64:49:10/36	Phospec Industries Inc.	MA-L	PhospecIndus		Wireshark
8C:1F:64:49:20/36	DEUTA-WERKE GmbH	MA-L	DEUTAWERKE		Wireshark
8C:1F:64:49:30/36	Security Products International, LLC	MA-L	SecurityProd		Wireshark
8C:1F:64:49:50/36	Dave Srl	MA-L	Dave		Wireshark
8C:1F:64:49:60/36	Qualsen(Guangzhou)Technologies Co.,Ltd	MA-L	QualsenTechn		Wireshark
8C:1F:64:49:70/36	Primalucelab S.p.A.	MA-L	Primalucelab		Wireshark
8C:1F:64:49:80/36	YUYAMA MFG Co.,Ltd	MA-L	YUYAMAMFG		Wireshark
8C:1F:64:49:90/36	Tiama	MA-L	Tiama		Wireshark
8C:1F:64:49:A0/36	Sigmann Elektronik GmbH	MA-L	SigmannElekt		Wireshark
8C:1F:64:49:B0/36	Wartsila Voyage Oy	MA-L	WartsilaVoya		Wireshark
8C:1F:64:49:C0/36	Red Lion Europe GmbH	MA-L	RedLionEurop		Wireshark
8C:1F:64:49:F0/36	Shenzhen Dongman Technology Co.,Ltd	MA-L	DongmanTechn		Wireshark
8C:1F:64:4A:00/36	Tantec A/S	MA-L	Tantec		Wireshark
8C:1F:64:4A:10/36	Breas Medical AB	MA-L	BreasMedical		Wireshark
8C:1F:64:4A:20/36	Bludigit SpA	MA-L	Bludigit		Wireshark
8C:1F:64:4A:30/36	ID Quantique SA	MA-L	IDQuantique		Wireshark
8C:1F:64:4A:40/36	Potter Electric Signal Co. LLC	MA-L	PotterElectr		Wireshark
8C:1F:64:4A:60/36	Alaire Technologies Inc	MA-L	AlaireTechno		Wireshark
8C:1F:64:4A:70/36	Potter Electric Signal Co. LLC	MA-L	PotterElectr		Wireshark
8C:1F:64:4A:80/36	Exact Sciences	MA-L	ExactScience		Wireshark
8C:1F:64:4A:90/36	Martec Marine S.p.a.	MA-L	MartecMarine		Wireshark
8C:1F:64:4A:A0/36	GigaIO Networks, Inc.	MA-L	GigaIONetwor		Wireshark
8C:1F:64:4A:C0/36	Vekto	MA-L	Vekto		Wireshark
8C:1F:64:4A:E0/36	KCS Co., Ltd.	MA-L	KCS		Wireshark
8C:1F:64:4A:F0/36	miniDSP	MA-L	miniDSP		Wireshark
8C:1F:64:4B:00/36	U -Mei-Dah Int'L Enterprise Co.,Ltd.	MA-L	UMeiDahIntLE		Wireshark
8C:1F:64:4B:10/36	Real Random	MA-L	RealRandom		Wireshark
8C:1F:64:4B:20/36	GV Technology Co.,Ltd.	MA-L	GVTechnology		Wireshark
8C:1F:64:4B:30/36	XYZ Digital Private Limited	MA-L	XYZDigitalPr		Wireshark
8C:1F:64:4B:40/36	Point One Navigation	MA-L	PointOneNavi		Wireshark
8C:1F:64:4B:60/36	Pantherun Technologies Pvt Ltd	MA-L	PantherunTec		Wireshark
8C:1F:64:4B:70/36	Atte Power	MA-L	AttePower		Wireshark
8C:1F:64:4B:80/36	astTECS Communications Private Limited	MA-L	astTECSCommu		Wireshark
8C:1F:64:4B:B0/36	IWS Global Pty Ltd	MA-L	IWSGlobal		Wireshark
8C:1F:64:4B:D0/36	ZTZ Services International	MA-L	ZTZServicesI		Wireshark
8C:1F:64:4B:F0/36	Smart Monitoring Innovations Private Limited	MA-L	SmartMonitor		Wireshark
8C:1F:64:4C:10/36	Clock-O-Matic	MA-L	ClockOMatic		Wireshark
8C:1F:64:4C:20/36	Laser Imagineering Vertriebs GmbH	MA-L	LaserImagine		Wireshark
8C:1F:64:4C:40/36	Innovative Industries	MA-L	InnovativeIn		Wireshark
8C:1F:64:4C:70/36	SBS SpA	MA-L	SBS		Wireshark
8C:1F:64:4C:90/36	Apantac LLC	MA-L	Apantac		Wireshark
8C:1F:64:4C:A0/36	North Building Technologies Limited	MA-L	NorthBuildin		Wireshark
8C:1F:64:4C:C0/36	Carestream Healthcare International Company Limited	MA-L	CarestreamHe		Wireshark
8C:1F:64:4C:D0/36	Guan Show Technologe Co., Ltd.	MA-L	GuanShowTech		Wireshark
8C:1F:64:4C:F0/36	Sicon srl	MA-L	Sicon		Wireshark
8C:1F:64:4D:00/36	SunSonic LLC	MA-L	SunSonic		Wireshark
8C:1F:64:4D:60/36	Dan Smith LLC	MA-L	DanSmith		Wireshark
8C:1F:64:4D:70/36	Flextronics International Kft	MA-L	FlextronicsI		Wireshark
8C:1F:64:4D:90/36	Securico Electronics India Ltd	MA-L	SecuricoElec		Wireshark
8C:1F:64:4D:A0/36	DTDS Technology Pte Ltd	MA-L	DTDSTechnolo		Wireshark
8C:1F:64:4D:B0/36	Private	MA-L	Private		Wireshark
8C:1F:64:4D:C0/36	BESO sp. z o.o.	MA-L	BESOsp		Wireshark
8C:1F:64:4D:D0/36	Griffyn Robotech Private Limited	MA-L	GriffynRobot		Wireshark
8C:1F:64:4D:F0/36	Emri	MA-L	Emri		Wireshark
8C:1F:64:4E:00/36	PuS GmbH und Co. KG	MA-L	PuSund		Wireshark
8C:1F:64:4E:30/36	Exi Flow Measurement Ltd	MA-L	ExiFlowMeasu		Wireshark
8C:1F:64:4E:40/36	Nuvation Energy	MA-L	NuvationEner		Wireshark
8C:1F:64:4E:50/36	Renukas Castle Hard- and Software	MA-L	RenukasCastl		Wireshark
8C:1F:64:4E:60/36	Schippers Europe BV	MA-L	SchippersEur		Wireshark
8C:1F:64:4E:70/36	Circuit Solutions	MA-L	CircuitSolut		Wireshark
8C:1F:64:4E:90/36	Eers Global Technologies Inc.	MA-L	EersGlobalTe		Wireshark
8C:1F:64:4E:B0/36	flsystem	MA-L	flsystem		Wireshark
8C:1F:64:4E:C0/36	XOR UK Corporation Limited	MA-L	XORUK		Wireshark
8C:1F:64:4E:D0/36	Ventionex Innovations Sdn Bhd	MA-L	VentionexInn		Wireshark
8C:1F:64:4F:00/36	Tieline Research Pty Ltd	MA-L	TielineResea		Wireshark
8C:1F:64:4F:10/36	Abbott Diagnostics Technologies AS	MA-L	AbbottDiagno		Wireshark
8C:1F:64:4F:20/36	Automation Displays Inc.	MA-L	AutomationDi		Wireshark
8C:1F:64:4F:40/36	Staco Energy Products	MA-L	StacoEnergyP		Wireshark
8C:1F:64:4F:50/36	BSTsecurity	MA-L	BSTsecurity		Wireshark
8C:1F:64:4F:60/36	Private	MA-L	Private		Wireshark
8C:1F:64:4F:70/36	SmartD Technologies Inc	MA-L	SmartDTechno		Wireshark
8C:1F:64:4F:90/36	Photonic Science and Engineering Ltd	MA-L	PhotonicScie		Wireshark
8C:1F:64:4F:A0/36	Sanskruti	MA-L	Sanskruti		Wireshark
8C:1F:64:4F:B0/36	Mesa Technologies Llc	MA-L	MesaTechnolo		Wireshark
8C:1F:64:4F:C0/36	Qubix Spa	MA-L	Qubix		Wireshark
8C:1F:64:50:00/36	Nepean Networks Pty Ltd	MA-L	NepeanNetwor		Wireshark
8C:1F:64:50:10/36	QUISS GmbH	MA-L	QUISS		Wireshark
8C:1F:64:50:20/36	Samwell International Inc	MA-L	SamwellInter		Wireshark
8C:1F:64:50:30/36	Tualcom Elektronik A.S.	MA-L	TualcomElekt		Wireshark
8C:1F:64:50:40/36	EA Elektroautomatik GmbH & Co. KG	MA-L	EAElektroaut		Wireshark
8C:1F:64:50:50/36	Hitachi Energy Australia Pty. Ltd.	MA-L	HitachiEnerg		Wireshark
8C:1F:64:50:60/36	UrbanChain Group Co., Ltd	MA-L	UrbanChainGr		Wireshark
8C:1F:64:50:70/36	Idneo Technologies,S.A.U.	MA-L	IdneoTechnol		Wireshark
8C:1F:64:50:80/36	Kite Rise Technologies GmbH	MA-L	KiteRiseTech		Wireshark
8C:1F:64:50:90/36	Season Electronics Ltd	MA-L	SeasonElectr		Wireshark
8C:1F:64:50:A0/36	Bellco Trading Company (Pvt) Ltd	MA-L	BellcoTradin		Wireshark
8C:1F:64:50:B0/36	Beijing Entian Technology Development Co., Ltd	MA-L	EntianTechno		Wireshark
8C:1F:64:50:C0/36	Automata GmbH & Co. KG	MA-L	Automata		Wireshark
8C:1F:64:50:D0/36	Shenzhen Guanxin Information Technology Co.,Ltd	MA-L	GuanxinInfor		Wireshark
8C:1F:64:50:E0/36	Panoramic Power	MA-L	PanoramicPow		Wireshark
8C:1F:64:51:00/36	Novanta IMS	MA-L	NovantaIMS		Wireshark
8C:1F:64:51:10/36	Control Aut Tecnologia em Automação LTDA	MA-L	ControlAutTe		Wireshark
8C:1F:64:51:20/36	Blik Sensing B.V.	MA-L	BlikSensing		Wireshark
8C:1F:64:51:40/36	iOpt	MA-L	iOpt		Wireshark
8C:1F:64:51:50/36	Daniele Saladino	MA-L	DanieleSalad		Wireshark
8C:1F:64:51:60/36	Tcl Operations Polska Sp. Z O.O.	MA-L	TclOperation		Wireshark
8C:1F:64:51:70/36	Smart Radar System, Inc	MA-L	SmartRadarSy		Wireshark
8C:1F:64:51:80/36	Wagner Group GmbH	MA-L	WagnerGroup		Wireshark
8C:1F:64:51:90/36	Shenzhen Gw Technology Co.,Ltd	MA-L	GwTechnology		Wireshark
8C:1F:64:51:A0/36	TELE Haase Steuergeräte Ges.m.b.H	MA-L	TELEHaaseSte		Wireshark
8C:1F:64:51:C0/36	JS Tech Co., Ltd.	MA-L	JSTech		Wireshark
8C:1F:64:52:10/36	MP-SENSOR GmbH	MA-L	MPSENSOR		Wireshark
8C:1F:64:52:20/36	CloudRAN.ai	MA-L	CloudRANai		Wireshark
8C:1F:64:52:30/36	SPEKTRA Schwingungstechnik und Akustik GmbH Dresden	MA-L	SPEKTRASchwi		Wireshark
8C:1F:64:52:40/36	Aski Industrie Elektronik GmbH	MA-L	AskiIndustri		Wireshark
8C:1F:64:52:50/36	United States Technologies Inc.	MA-L	UnitedStates		Wireshark
8C:1F:64:52:60/36	CAITRON GmbH	MA-L	CAITRON		Wireshark
8C:1F:64:52:70/36	Pdw	MA-L	Pdw		Wireshark
8C:1F:64:52:80/36	Luxshare Electronic Technology (KunShan) Ltd	MA-L	LuxshareElec		Wireshark
8C:1F:64:52:A0/36	Hiwin Mikrosystem Corp.	MA-L	HiwinMikrosy		Wireshark
8C:1F:64:52:D0/36	Cubic ITS, Inc. dba GRIDSMART Technologies	MA-L	CubicITSdbaG		Wireshark
8C:1F:64:52:E0/36	CLOUD TELECOM Inc.	MA-L	CLOUDTELECOM		Wireshark
8C:1F:64:53:00/36	SIPazon AB	MA-L	SIPazon		Wireshark
8C:1F:64:53:10/36	EA Elektro-Automatik GmbH	MA-L	EAElektroAut		Wireshark
8C:1F:64:53:30/36	Boeing India Private Limited	MA-L	BoeingIndiaP		Wireshark
8C:1F:64:53:40/36	Surya Electronics	MA-L	SuryaElectro		Wireshark
8C:1F:64:53:50/36	Columbus McKinnon	MA-L	ColumbusMcKi		Wireshark
8C:1F:64:53:60/36	Beijing Lxtv Technology Co.,Ltd	MA-L	LxtvTechnolo		Wireshark
8C:1F:64:53:80/36	InstruVU	MA-L	InstruVU		Wireshark
8C:1F:64:53:A0/36	TPVision Europe B.V	MA-L	TPVisionEuro		Wireshark
8C:1F:64:53:B0/36	REFU Storage System GmbH	MA-L	REFUStorageS		Wireshark
8C:1F:64:53:C0/36	Filgis Elektronik	MA-L	FilgisElektr		Wireshark
8C:1F:64:53:D0/36	Nexcontech	MA-L	Nexcontech		Wireshark
8C:1F:64:53:F0/36	Velvac Incorporated	MA-L	Velvac		Wireshark
8C:1F:64:54:00/36	Enclavamientos y Señalización Ferroviaria Enyse S.A.	MA-L	Enclavamient		Wireshark
8C:1F:64:54:20/36	Landis+Gyr Equipamentos de Medição Ltda	MA-L	LandisGyrEqu		Wireshark
8C:1F:64:54:40/36	Tinkerbee Innovations Private Limited	MA-L	TinkerbeeInn		Wireshark
8C:1F:64:54:60/36	DEUTA Werke GmbH	MA-L	DEUTAWerke		Wireshark
8C:1F:64:54:80/36	Beijing Congyun Technology Co.,Ltd	MA-L	CongyunTechn		Wireshark
8C:1F:64:54:90/36	Brad Technology	MA-L	BradTechnolo		Wireshark
8C:1F:64:54:A0/36	Belden India Private Limited	MA-L	BeldenIndiaP		Wireshark
8C:1F:64:54:B0/36	Mect Srl	MA-L	Mect		Wireshark
8C:1F:64:54:C0/36	Gemini Electronics B.V.	MA-L	GeminiElectr		Wireshark
8C:1F:64:54:F0/36	Toolplanet Co., Ltd.	MA-L	Toolplanet		Wireshark
8C:1F:64:55:00/36	ard sa	MA-L	ard		Wireshark
8C:1F:64:55:20/36	Proterra, Inc	MA-L	Proterra		Wireshark
8C:1F:64:55:30/36	ENIGMA SOI Sp. z o.o.	MA-L	ENIGMASOISp		Wireshark
8C:1F:64:55:40/36	Herholdt Controls srl	MA-L	HerholdtCont		Wireshark
